date_time,period,destination_place,frequency,province,revenue,age_bin,sex,no_of_trips,trip_kms
2023-09-04,18,frequent,house,Málaga,<10,45-65,man,3.714,93.837
2023-09-06,13,frequent,house,Córdoba,10-15,65-100,woman,12.776,27.976
2023-09-06,13,frequent,frequent,Araba/Álava,10-15,25-45,man,3.703,51.22
2023-09-06,3,work/study,frequent,Málaga,<10,0-25,man,5.056,57.709
2023-09-06,14,house,frequent,Barcelona,10-15,25-45,,6.54,56.339
2023-09-01,11,frequent,not_frequent,Cádiz,10-15,45-65,man,2.745,1.526
2023-09-02,18,frequent,not_frequent,Cáceres,10-15,45-65,,4.446,49.7
2023-09-06,15,work/study,house,Barcelona,10-15,45-65,,1.835,23.639
2023-09-06,16,not_frequent,not_frequent,Illes Balears,10-15,0-25,woman,7.164,4.428
2023-09-06,15,house,work/study,Tarragona,10-15,25-45,woman,13.404,38.471
2023-09-01,9,house,work/study,Castellón/Castelló,>15,45-65,woman,3.433,30.764
2023-09-01,15,frequent,not_frequent,Madrid,10-15,25-45,woman,4.328,13.572
2023-09-07,14,work/study,frequent,Alicante/Alacant,10-15,65-100,man,2.71,20.801
2023-09-03,14,not_frequent,house,Barcelona,10-15,25-45,man,3.552,41.29
2023-09-07,11,house,not_frequent,Tarragona,10-15,65-100,,3.243,48.759
2023-09-07,9,not_frequent,house,Madrid,10-15,0-25,woman,7.666,13.898
2023-09-04,11,not_frequent,not_frequent,Sevilla,10-15,65-100,woman,6.199,511.863
2023-09-06,13,house,frequent,Almería,10-15,45-65,man,3.164,37.426
2023-09-04,18,frequent,work/study,Badajoz,>15,,,4.348,11.061
2023-09-02,8,house,work/study,Cantabria,10-15,,,3.039,21.869
2023-09-07,20,house,not_frequent,Barcelona,10-15,45-65,woman,2.449,37.346
2023-09-01,15,frequent,frequent,Ciudad Real,<10,,,8.735,13.901
2023-09-06,11,frequent,frequent,Valencia/València,10-15,,,3.02,31.096
2023-09-01,2,not_frequent,not_frequent,Barcelona,>15,45-65,man,2.51,15.137
2023-09-03,7,house,frequent,Ceuta,>15,25-45,,6.639,5.615
2023-09-05,8,house,frequent,Córdoba,<10,0-25,,24.0,17.974
2023-09-06,2,not_frequent,not_frequent,Barcelona,10-15,25-45,,2.481,5.928
2023-09-05,14,frequent,not_frequent,Córdoba,10-15,0-25,woman,5.55,7.535
2023-09-04,17,not_frequent,house,Barcelona,10-15,45-65,woman,4.402,71.927
2023-09-06,8,house,not_frequent,Valencia/València,10-15,65-100,man,2.849,5.721
2023-09-07,14,frequent,house,Cáceres,10-15,45-65,,6.891,55.387
2023-09-04,5,house,frequent,Cádiz,10-15,25-45,woman,10.206,8.229
2023-09-02,5,house,frequent,Valencia/València,10-15,45-65,,15.479,57.813
2023-09-03,10,frequent,frequent,Barcelona,10-15,0-25,,7.739,127.814
2023-09-01,19,frequent,house,Barcelona,10-15,0-25,,7.197,73.417
2023-09-07,10,not_frequent,house,Valencia/València,10-15,45-65,man,3.824,354.919
2023-09-04,19,work/study,house,Madrid,10-15,65-100,,1.916,44.484
2023-09-05,13,not_frequent,frequent,Bizkaia,10-15,45-65,,7.538,6.432
2023-09-06,14,frequent,not_frequent,Barcelona,>15,45-65,man,2.849,5.023
2023-09-01,13,house,work/study,Lugo,10-15,,,3.214,35.508
2023-09-01,14,frequent,frequent,Madrid,10-15,45-65,,2.815,50.705
2023-09-06,11,not_frequent,house,Málaga,<10,25-45,man,2.991,4.271
2023-09-03,20,not_frequent,house,Asturias,>15,65-100,woman,5.387,11.715
2023-09-07,15,work/study,frequent,Madrid,10-15,25-45,woman,4.749,49.04
2023-09-01,14,frequent,frequent,Santa Cruz de Tenerife,<10,,,4.536,11.391
2023-09-07,10,frequent,frequent,Illes Balears,10-15,45-65,woman,3.514,27.686
2023-09-01,17,work/study,not_frequent,Zaragoza,10-15,45-65,man,4.338,43.182
2023-09-06,6,work/study,house,Murcia,<10,0-25,woman,6.089,4.452
2023-09-05,2,frequent,house,Santa Cruz de Tenerife,10-15,25-45,man,5.07,35.767
2023-09-07,13,frequent,house,Cádiz,<10,0-25,woman,11.459,397.416
2023-09-01,13,house,not_frequent,Asturias,10-15,25-45,woman,4.025,163.815
2023-09-01,18,house,not_frequent,Soria,>15,65-100,woman,5.115,154.819
2023-09-06,10,work/study,frequent,Madrid,10-15,45-65,woman,14.586,48.836
2023-09-05,22,house,frequent,Barcelona,10-15,0-25,,6.399,15.027
2023-09-07,14,house,frequent,A Coruña,10-15,25-45,woman,5.061,25.945
2023-09-04,23,not_frequent,not_frequent,Gipuzkoa,>15,45-65,woman,3.953,25.074
2023-09-05,17,not_frequent,not_frequent,Barcelona,>15,,,7.145,5.276
2023-09-06,7,house,not_frequent,Barcelona,10-15,25-45,,3.435,6.916
2023-09-07,14,frequent,frequent,Burgos,>15,45-65,man,2.852,177.05
2023-09-06,16,not_frequent,not_frequent,Zaragoza,10-15,45-65,man,3.112,7.672
2023-09-03,17,not_frequent,frequent,Barcelona,10-15,45-65,man,2.913,116.623
2023-09-07,4,house,frequent,Cantabria,10-15,,,9.998,8.822
2023-09-05,15,not_frequent,frequent,Tarragona,10-15,45-65,man,3.122,60.789
2023-09-05,17,not_frequent,not_frequent,Zaragoza,10-15,25-45,man,3.51,5.678
2023-09-05,6,house,frequent,Navarra,10-15,,,2.735,54.586
2023-09-07,6,frequent,house,Valencia/València,>15,0-25,woman,6.641,4.116
2023-09-06,9,work/study,house,Barcelona,10-15,65-100,woman,10.806,10.797
2023-09-01,8,not_frequent,house,Murcia,>15,65-100,woman,5.557,318.725
2023-09-01,2,not_frequent,not_frequent,Valencia/València,10-15,,,3.065,61.326
2023-09-01,8,work/study,frequent,Alicante/Alacant,10-15,0-25,woman,6.686,28.053
2023-09-03,8,frequent,frequent,Sevilla,10-15,65-100,man,3.431,53.164
2023-09-01,6,house,not_frequent,Pontevedra,10-15,0-25,man,9.66,1065.029
2023-09-06,20,house,not_frequent,Pontevedra,10-15,45-65,woman,1.977,29.209
2023-09-03,21,house,frequent,Barcelona,<10,65-100,,5.492,7.882
2023-09-01,23,frequent,house,Málaga,>15,45-65,woman,6.946,26.889
2023-09-05,15,frequent,frequent,Barcelona,10-15,45-65,man,2.362,2.421
2023-09-01,19,house,not_frequent,Bizkaia,>15,0-25,man,12.403,57.386
2023-09-05,6,house,work/study,A Coruña,10-15,25-45,man,4.099,31.372
2023-09-04,6,frequent,frequent,Ourense,>15,45-65,woman,4.33,56.813
2023-09-01,21,frequent,not_frequent,Alicante/Alacant,<10,25-45,man,2.83,6.54
2023-09-05,16,not_frequent,house,Illes Balears,10-15,45-65,,6.671,110.372
2023-09-01,18,frequent,frequent,Pontevedra,<10,,,3.9,24.286
2023-09-01,2,frequent,house,Madrid,10-15,25-45,woman,4.257,16.412
2023-09-05,16,house,frequent,Las Palmas,10-15,65-100,man,41.724,49.25
2023-09-03,18,not_frequent,house,Tarragona,10-15,45-65,,4.25,32.167
2023-09-01,23,frequent,frequent,Barcelona,10-15,45-65,woman,3.027,116.7
2023-09-06,7,frequent,frequent,A Coruña,10-15,0-25,man,5.899,214.677
2023-09-07,20,frequent,frequent,Bizkaia,>15,,,8.078,43.899
2023-09-07,12,frequent,frequent,Ourense,10-15,0-25,,6.206,138.476
2023-09-03,18,house,frequent,Valencia/València,10-15,0-25,woman,22.461,21.835
2023-09-01,7,house,frequent,Gipuzkoa,>15,45-65,man,6.72,30.56
2023-09-02,23,house,frequent,Alicante/Alacant,<10,65-100,woman,9.004,8.493
2023-09-01,12,house,frequent,Zaragoza,10-15,65-100,man,4.587,52.559
2023-09-05,14,work/study,house,Lleida,10-15,25-45,,5.156,11.39
2023-09-01,14,house,frequent,Madrid,10-15,45-65,woman,12.147,18.704
2023-09-07,11,frequent,work/study,Madrid,10-15,45-65,woman,5.003,63.3
2023-09-03,12,not_frequent,not_frequent,Madrid,10-15,45-65,man,4.126,7.795
2023-09-02,21,frequent,work/study,Valencia/València,10-15,45-65,man,2.88,7.861
2023-09-01,9,house,frequent,Alicante/Alacant,<10,,,11.237,47.244
2023-09-04,10,work/study,frequent,Barcelona,10-15,45-65,,3.521,7.759
2023-09-01,10,house,not_frequent,Valencia/València,10-15,25-45,,4.417,285.408
2023-09-04,22,frequent,frequent,Girona,10-15,,,2.492,4.127
2023-09-04,22,frequent,house,Zaragoza,10-15,45-65,woman,2.86,45.307
2023-09-02,8,house,frequent,Cádiz,<10,0-25,woman,14.444,11.571
2023-09-07,13,frequent,frequent,León,10-15,45-65,,3.511,7.017
2023-09-07,17,house,frequent,Tarragona,10-15,45-65,,3.097,6.425
2023-09-04,13,work/study,house,Valencia/València,10-15,25-45,,19.661,64.003
2023-09-01,17,frequent,house,Zaragoza,10-15,25-45,man,9.87,15.907
2023-09-02,12,house,frequent,Jaén,<10,,,3.505,107.151
2023-09-06,1,work/study,house,Madrid,10-15,45-65,woman,3.09,6.25
2023-09-02,17,frequent,frequent,Pontevedra,10-15,25-45,,3.273,41.903
2023-09-05,21,frequent,house,Araba/Álava,10-15,45-65,woman,68.616,94.609
2023-09-04,21,frequent,not_frequent,Guadalajara,10-15,25-45,woman,4.84,41.647
2023-09-02,15,house,not_frequent,Girona,10-15,45-65,,2.762,35.327
2023-09-07,8,frequent,frequent,Gipuzkoa,10-15,0-25,man,5.305,21.179
2023-09-05,7,house,not_frequent,Barcelona,10-15,65-100,woman,3.742,58.609
2023-09-02,13,not_frequent,house,Asturias,>15,25-45,,5.267,5.45
2023-09-03,13,not_frequent,house,Barcelona,>15,45-65,man,2.527,38.261
2023-09-05,21,frequent,frequent,Madrid,10-15,45-65,woman,2.803,6.423
2023-09-07,16,frequent,work/study,Murcia,10-15,45-65,man,20.896,20.892
2023-09-02,19,work/study,frequent,Cantabria,10-15,,,3.87,26.677
2023-09-02,17,not_frequent,frequent,Barcelona,10-15,25-45,,4.362,15.133
2023-09-01,19,frequent,house,Guadalajara,<10,0-25,woman,12.129,362.739
2023-09-01,9,frequent,frequent,Alicante/Alacant,<10,,,4.533,347.754
2023-09-07,16,work/study,frequent,Madrid,10-15,45-65,woman,3.564,48.132
2023-09-04,13,frequent,not_frequent,Barcelona,>15,45-65,man,2.493,3.826
2023-09-05,17,house,not_frequent,Tarragona,10-15,,,2.519,41.021
2023-09-07,8,work/study,frequent,Asturias,10-15,45-65,,2.934,12.008
2023-09-07,9,not_frequent,house,Toledo,10-15,25-45,man,3.952,68.48
2023-09-05,12,house,frequent,Alicante/Alacant,<10,45-65,,3.218,56.004
2023-09-04,22,frequent,house,Barcelona,10-15,,,9.401,105.15
2023-09-01,13,not_frequent,not_frequent,Valencia/València,10-15,,,6.836,200.832
2023-09-05,17,not_frequent,frequent,Castellón/Castelló,10-15,0-25,woman,10.879,94.014
2023-09-05,7,frequent,house,Toledo,>15,25-45,man,3.564,4.413
2023-09-01,13,house,frequent,Madrid,>15,65-100,man,18.351,60.641
2023-09-02,3,frequent,house,Badajoz,<10,25-45,man,4.808,31.284
2023-09-07,14,frequent,frequent,A Coruña,10-15,25-45,,4.396,20.174
2023-09-07,17,work/study,house,Huelva,10-15,45-65,,2.798,10.575
2023-09-05,14,frequent,not_frequent,Huelva,10-15,0-25,,7.446,2454.457
2023-09-02,15,frequent,not_frequent,Gipuzkoa,>15,45-65,,4.403,25.011
2023-09-06,17,not_frequent,not_frequent,Murcia,10-15,45-65,,3.63,70.703
2023-09-03,12,not_frequent,not_frequent,Madrid,10-15,65-100,man,4.133,169.952
2023-09-05,19,house,work/study,Navarra,>15,65-100,woman,25.188,27.769
2023-09-06,16,not_frequent,frequent,Barcelona,10-15,65-100,woman,4.544,13.796
2023-09-04,14,frequent,frequent,Navarra,10-15,,,3.391,83.1
2023-09-07,18,house,work/study,Barcelona,10-15,45-65,,2.169,6.66
2023-09-07,12,not_frequent,house,Huelva,<10,0-25,,7.065,543.917
2023-09-05,12,frequent,frequent,Barcelona,>15,0-25,man,5.421,4.087
2023-09-05,22,frequent,house,León,10-15,0-25,,7.444,24.813
2023-09-03,7,house,frequent,Barcelona,>15,0-25,man,16.626,42.202
2023-09-06,4,house,frequent,Barcelona,10-15,25-45,woman,3.989,5.196
2023-09-07,13,frequent,house,Bizkaia,10-15,,,7.841,89.113
2023-09-06,7,house,frequent,Alicante/Alacant,<10,25-45,,19.755,23.475
2023-09-06,14,frequent,not_frequent,A Coruña,10-15,65-100,woman,5.472,23.104
2023-09-06,16,work/study,house,Madrid,<10,65-100,woman,21.229,21.876
2023-09-03,17,frequent,house,Cantabria,10-15,,,63.42,285.481
2023-09-01,17,frequent,work/study,Valencia/València,10-15,,,2.392,6.922
2023-09-06,0,work/study,house,Asturias,10-15,25-45,woman,20.715,69.786
2023-09-07,0,not_frequent,frequent,Alicante/Alacant,10-15,45-65,woman,2.638,18.253
2023-09-06,6,house,work/study,Sevilla,10-15,0-25,man,7.144,185.055
2023-09-04,17,house,not_frequent,Valencia/València,10-15,25-45,man,3.477,25.912
2023-09-03,16,house,not_frequent,Gipuzkoa,>15,25-45,,3.756,5.406
2023-09-01,17,work/study,house,Cádiz,10-15,45-65,woman,3.991,25.918
2023-09-07,13,frequent,work/study,Barcelona,10-15,0-25,woman,24.773,27.325
2023-09-02,14,house,frequent,Bizkaia,10-15,,,5.553,43.108
2023-09-04,0,house,work/study,Barcelona,10-15,25-45,woman,6.664,7.408
2023-09-05,15,house,work/study,Sevilla,10-15,,,2.328,2.888
2023-09-05,11,not_frequent,house,Barcelona,>15,25-45,,4.496,3191.788
2023-09-04,15,work/study,not_frequent,Santa Cruz de Tenerife,<10,,,1.949,5.033
2023-09-03,20,frequent,house,Gipuzkoa,>15,45-65,woman,12.364,13.313
2023-09-01,7,frequent,work/study,Alicante/Alacant,10-15,65-100,,2.645,19.453
2023-09-05,17,frequent,frequent,Alicante/Alacant,10-15,25-45,woman,4.637,10.981
2023-09-07,21,frequent,frequent,Sevilla,<10,,,3.273,113.125
2023-09-01,21,house,frequent,Barcelona,10-15,,,1.822,17.199
2023-09-04,20,house,work/study,Jaén,10-15,0-25,woman,8.856,33.579
2023-09-07,20,house,frequent,Alicante/Alacant,<10,,,3.953,28.242
2023-09-07,16,frequent,work/study,Barcelona,10-15,45-65,man,2.518,15.191
2023-09-01,16,house,frequent,A Coruña,10-15,45-65,,17.083,202.694
2023-09-07,16,house,frequent,Barcelona,>15,,,29.217,115.436
2023-09-01,0,work/study,not_frequent,Santa Cruz de Tenerife,<10,0-25,woman,10.325,15.126
2023-09-05,8,not_frequent,house,Valencia/València,10-15,25-45,woman,3.569,57.317
2023-09-06,7,house,work/study,Valencia/València,10-15,25-45,,3.158,29.372
2023-09-06,14,house,frequent,Cantabria,>15,45-65,man,19.939,20.494
2023-09-01,11,frequent,house,Alicante/Alacant,10-15,,,30.895,263.964
2023-09-06,17,frequent,frequent,Granada,<10,25-45,,4.18,5.507
2023-09-06,23,frequent,house,Barcelona,>15,25-45,woman,2.103,5.185
2023-09-03,22,frequent,house,Gipuzkoa,>15,45-65,woman,4.888,12.03
2023-09-04,11,not_frequent,house,Zaragoza,<10,0-25,woman,13.789,109.615
2023-09-02,9,frequent,frequent,Barcelona,10-15,65-100,,12.127,16.008
2023-09-01,20,not_frequent,frequent,Huelva,<10,25-45,,12.159,61.099
2023-09-06,23,not_frequent,not_frequent,Tarragona,10-15,45-65,,3.108,2.645
2023-09-05,20,frequent,frequent,Barcelona,10-15,,,6.07,8.141
2023-09-03,18,work/study,frequent,Murcia,<10,25-45,man,4.284,6.106
2023-09-06,6,not_frequent,not_frequent,Zaragoza,10-15,45-65,woman,2.743,78.701
2023-09-04,18,house,frequent,Cáceres,>15,65-100,,11.591,32.37
2023-09-05,11,frequent,work/study,Bizkaia,>15,65-100,woman,5.948,16.151
2023-09-05,12,not_frequent,house,Gipuzkoa,>15,,,2.552,1.68
2023-09-02,20,house,work/study,Sevilla,<10,,,9.171,40.051
2023-09-03,6,not_frequent,not_frequent,Barcelona,10-15,25-45,man,2.981,5.044
2023-09-06,7,frequent,work/study,A Coruña,>15,45-65,man,2.681,5.041
2023-09-06,13,frequent,frequent,Córdoba,<10,,,4.258,33.085
2023-09-04,17,frequent,work/study,Murcia,10-15,45-65,woman,3.824,5.736
2023-09-07,17,house,frequent,Málaga,>15,25-45,man,3.054,5.042
2023-09-07,6,house,frequent,Barcelona,10-15,25-45,,22.507,107.271
2023-09-06,12,house,not_frequent,Girona,10-15,,,9.117,103.73
2023-09-02,7,work/study,house,Tarragona,10-15,25-45,,3.833,55.071
2023-09-06,12,frequent,not_frequent,Asturias,10-15,,,3.71,11.832
2023-09-01,14,frequent,frequent,Albacete,<10,,,2.386,3.154
2023-09-05,8,house,frequent,Lleida,>15,,,22.167,506.41
2023-09-04,18,frequent,not_frequent,Valladolid,10-15,,,2.918,3.774
2023-09-03,0,work/study,frequent,Málaga,<10,45-65,man,1.78,11.723
2023-09-07,17,frequent,frequent,Bizkaia,10-15,45-65,,3.866,8.218
2023-09-03,21,house,work/study,Valencia/València,10-15,45-65,woman,4.27,2.19
2023-09-06,10,frequent,house,Asturias,10-15,45-65,woman,13.182,18.432
2023-09-07,11,not_frequent,house,Illes Balears,>15,0-25,,9.49,292.565
2023-09-07,14,house,work/study,Barcelona,10-15,65-100,woman,10.042,15.041
2023-09-02,9,house,not_frequent,Toledo,<10,25-45,woman,5.673,77.181
2023-09-05,13,not_frequent,frequent,Sevilla,>15,65-100,man,2.9,12.464
2023-09-06,11,frequent,house,Huesca,10-15,,,33.009,184.475
2023-09-04,0,frequent,house,Cantabria,10-15,0-25,woman,19.97,108.027
2023-09-07,13,not_frequent,not_frequent,Pontevedra,10-15,0-25,woman,6.174,123.336
2023-09-06,23,frequent,frequent,Las Palmas,10-15,,,4.538,10.502
2023-09-06,9,house,frequent,Bizkaia,10-15,,,3.054,5.71
2023-09-07,16,frequent,house,Salamanca,10-15,25-45,man,2.75,3.831
2023-09-04,7,frequent,house,Gipuzkoa,>15,45-65,woman,4.067,140.156
2023-09-04,1,house,work/study,Málaga,<10,,,11.197,173.141
2023-09-01,11,frequent,house,Madrid,10-15,65-100,woman,6.701,27.585
2023-09-07,15,house,frequent,Lleida,>15,25-45,,7.222,4.324
2023-09-04,14,frequent,house,Bizkaia,10-15,45-65,man,12.816,70.735
2023-09-01,11,frequent,house,Illes Balears,10-15,,,2.794,20.305
2023-09-05,8,not_frequent,not_frequent,Araba/Álava,10-15,,,3.875,177.776
2023-09-05,7,not_frequent,work/study,Almería,10-15,45-65,man,3.141,59.931
2023-09-07,12,house,work/study,Burgos,10-15,45-65,woman,4.774,3.022
2023-09-04,4,house,work/study,La Rioja,10-15,,,8.0,38.963
2023-09-04,9,work/study,frequent,Alicante/Alacant,<10,,,3.545,7.98
2023-09-04,13,not_frequent,not_frequent,Alicante/Alacant,<10,65-100,,2.478,113.67
2023-09-03,23,not_frequent,not_frequent,Bizkaia,>15,0-25,man,5.605,47.311
2023-09-05,6,frequent,house,Barcelona,10-15,45-65,man,2.444,24.726
2023-09-05,20,frequent,house,Sevilla,10-15,0-25,man,8.247,15.973
2023-09-06,20,house,frequent,Valencia/València,10-15,45-65,,5.648,43.315
2023-09-07,14,work/study,house,Gipuzkoa,>15,65-100,woman,7.096,16.809
2023-09-03,21,not_frequent,not_frequent,Illes Balears,10-15,25-45,,2.902,11.423
2023-09-05,11,frequent,work/study,Badajoz,10-15,,,5.004,10.375
2023-09-05,18,not_frequent,frequent,Pontevedra,10-15,65-100,man,3.958,57.495
2023-09-06,14,frequent,frequent,Madrid,>15,45-65,man,3.074,29.432
2023-09-03,23,work/study,frequent,Alicante/Alacant,10-15,45-65,woman,4.053,6.663
2023-09-06,11,frequent,house,Valencia/València,10-15,,,2.795,15.811
2023-09-04,21,not_frequent,house,Barcelona,10-15,25-45,man,4.933,17.367
2023-09-02,16,frequent,frequent,Tarragona,<10,25-45,man,4.759,4.907
2023-09-04,15,frequent,house,Alicante/Alacant,10-15,0-25,,9.756,24.317
2023-09-07,19,house,work/study,Barcelona,10-15,45-65,,3.32,6.46
2023-09-06,22,not_frequent,house,Navarra,>15,0-25,man,8.698,22.001
2023-09-07,16,not_frequent,work/study,Bizkaia,10-15,65-100,woman,5.302,72.051
2023-09-03,14,work/study,not_frequent,Cádiz,<10,25-45,man,4.243,6.503
2023-09-02,17,not_frequent,house,Murcia,>15,45-65,woman,5.326,56.408
2023-09-04,16,frequent,house,Valencia/València,10-15,25-45,woman,7.388,30.268
2023-09-05,22,not_frequent,not_frequent,Barcelona,10-15,,,5.117,91.923
2023-09-01,22,not_frequent,frequent,Illes Balears,10-15,65-100,man,3.44,30.413
2023-09-06,18,house,not_frequent,Bizkaia,>15,,,4.728,145.447
2023-09-01,13,work/study,house,León,10-15,,,3.853,27.301
2023-09-07,21,work/study,house,Barcelona,10-15,65-100,woman,4.416,57.348
2023-09-07,23,frequent,house,Barcelona,10-15,,,46.195,205.435
2023-09-06,10,frequent,not_frequent,Tarragona,10-15,65-100,,2.138,28.211
2023-09-03,2,not_frequent,house,Madrid,10-15,65-100,man,3.914,27.68
2023-09-05,10,house,not_frequent,Granada,10-15,65-100,woman,9.274,5.152
2023-09-01,7,house,frequent,Illes Balears,10-15,25-45,,2.705,35.934
2023-09-06,21,frequent,house,Barcelona,10-15,25-45,woman,12.1,11.58
2023-09-02,12,work/study,frequent,Alicante/Alacant,<10,0-25,man,14.222,21.259
2023-09-01,14,frequent,frequent,Santa Cruz de Tenerife,<10,,,2.789,4.36
2023-09-06,21,frequent,not_frequent,Barcelona,>15,25-45,woman,3.379,21.444
2023-09-04,11,frequent,house,A Coruña,10-15,,,6.5,23.438
2023-09-01,23,frequent,house,Valencia/València,10-15,45-65,man,40.418,34.426
2023-09-07,14,work/study,frequent,Pontevedra,10-15,45-65,,2.863,29.822
2023-09-03,10,work/study,house,Barcelona,10-15,45-65,man,6.909,19.57
2023-09-04,14,not_frequent,frequent,Madrid,10-15,45-65,,6.233,82.486
2023-09-01,0,frequent,house,Tarragona,10-15,,,2.733,58.103
2023-09-03,22,house,not_frequent,Madrid,>15,25-45,,5.208,36.988
2023-09-06,6,house,not_frequent,Córdoba,<10,,,1.684,73.336
2023-09-05,13,not_frequent,frequent,Málaga,10-15,45-65,man,2.703,27.535
2023-09-06,10,not_frequent,not_frequent,Madrid,10-15,,,2.414,13.245
2023-09-06,13,work/study,frequent,Barcelona,<10,,,1.253,9.345
2023-09-07,9,house,not_frequent,Murcia,10-15,45-65,man,2.758,106.451
2023-09-07,19,work/study,house,Barcelona,<10,45-65,woman,2.938,24.493
2023-09-07,18,not_frequent,not_frequent,Madrid,10-15,25-45,,4.666,34.82
2023-09-02,20,house,not_frequent,Madrid,10-15,45-65,woman,4.762,212.232
2023-09-03,8,house,frequent,Burgos,10-15,0-25,woman,29.876,42.25
2023-09-05,17,frequent,house,Tarragona,10-15,0-25,man,7.486,11.899
2023-09-04,6,house,frequent,Valencia/València,10-15,,,2.575,7.781
2023-09-07,10,not_frequent,not_frequent,Barcelona,>15,25-45,woman,3.723,332.667
2023-09-03,18,house,frequent,Barcelona,>15,,,7.854,19.741
2023-09-06,10,frequent,house,Cáceres,10-15,,,3.515,37.229
2023-09-06,9,work/study,frequent,Madrid,10-15,0-25,woman,10.255,29.251
2023-09-03,18,not_frequent,house,Valencia/València,>15,65-100,man,3.272,228.122
2023-09-01,19,frequent,house,Murcia,<10,0-25,woman,18.864,57.017
2023-09-04,11,frequent,not_frequent,Granada,<10,,,2.132,23.337
2023-09-03,1,frequent,work/study,Illes Balears,10-15,45-65,man,3.23,51.045
2023-09-06,21,not_frequent,house,Málaga,10-15,,,2.052,1.176
2023-09-05,8,frequent,house,Girona,10-15,,,32.179,147.451
2023-09-03,11,frequent,house,Valencia/València,10-15,25-45,,5.453,52.602
2023-09-04,16,frequent,house,Valencia/València,10-15,45-65,man,3.052,13.877
2023-09-07,14,frequent,house,Barcelona,10-15,0-25,woman,8.661,28.054
2023-09-03,16,frequent,not_frequent,Navarra,10-15,45-65,woman,7.342,6.471
