date_time,period,destination_place,frequency,province,revenue,age_bin,sex,no_of_trips,trip_kms
2023-09-04,10,house,frequent,Valencia/València,>15,0-25,woman,14.82,78.13
2023-09-06,20,house,not_frequent,Madrid,10-15,45-65,woman,3.496,45.512
2023-09-01,7,frequent,frequent,Salamanca,10-15,0-25,woman,11.343,218.515
2023-09-04,12,work/study,frequent,Barcelona,<10,45-65,man,4.354,2.774
2023-09-07,14,frequent,frequent,Alicante/Alacant,10-15,,,1.742,15.449
2023-09-06,6,house,not_frequent,Lugo,10-15,,,3.179,76.348
2023-09-03,10,work/study,house,A Coruña,10-15,,,5.154,62.099
2023-09-05,7,house,work/study,Valencia/València,10-15,65-100,man,5.246,5.688
2023-09-07,18,house,work/study,Barcelona,10-15,,,7.125,19.931
2023-09-04,15,house,frequent,Alicante/Alacant,10-15,,,17.4,46.201
2023-09-07,13,house,not_frequent,Barcelona,>15,45-65,,2.312,10.307
2023-09-05,14,work/study,house,León,10-15,45-65,,7.913,34.6
2023-09-02,15,frequent,frequent,Valencia/València,10-15,45-65,man,2.13,7.054
2023-09-04,14,not_frequent,house,Huelva,10-15,45-65,,6.245,208.299
2023-09-01,7,house,frequent,Alicante/Alacant,<10,25-45,woman,21.444,72.74
2023-09-04,12,frequent,frequent,Santa Cruz de Tenerife,<10,45-65,,4.37,7.086
2023-09-04,7,house,not_frequent,Asturias,10-15,0-25,,7.282,26.636
2023-09-03,0,not_frequent,house,Alicante/Alacant,<10,65-100,woman,5.696,27.018
2023-09-07,12,frequent,house,Barcelona,10-15,65-100,woman,4.098,59.256
2023-09-02,0,house,not_frequent,Madrid,>15,25-45,woman,6.561,41.096
2023-09-02,18,house,frequent,Almería,10-15,45-65,man,36.93,127.898
2023-09-01,20,work/study,house,Barcelona,>15,65-100,man,3.496,15.102
2023-09-01,18,house,frequent,Barcelona,>15,25-45,man,3.913,41.466
2023-09-07,11,not_frequent,frequent,Ciudad Real,<10,,,3.0,50.923
2023-09-01,9,work/study,frequent,Ávila,10-15,,,3.25,36.465
2023-09-05,10,not_frequent,house,Barcelona,10-15,25-45,,6.652,50.031
2023-09-01,1,house,frequent,Madrid,10-15,45-65,man,3.918,51.172
2023-09-03,10,not_frequent,frequent,Barcelona,>15,0-25,man,9.459,24.486
2023-09-07,18,frequent,frequent,Jaén,<10,25-45,,3.707,5.446
2023-09-02,9,frequent,work/study,Barcelona,10-15,65-100,,4.539,17.527
2023-09-07,18,work/study,house,Barcelona,10-15,25-45,man,3.128,23.807
2023-09-01,13,frequent,house,Ceuta,10-15,0-25,woman,14.794,8.585
2023-09-02,16,not_frequent,frequent,Gipuzkoa,10-15,,,2.359,39.578
2023-09-04,7,house,frequent,Girona,10-15,,,2.393,14.447
2023-09-02,18,not_frequent,house,Navarra,10-15,0-25,woman,11.324,26.48
2023-09-05,12,frequent,house,Almería,10-15,25-45,man,4.904,69.691
2023-09-04,11,frequent,not_frequent,Málaga,>15,0-25,woman,7.23,11.091
2023-09-05,2,frequent,work/study,Alicante/Alacant,10-15,,,2.427,12.013
2023-09-01,13,frequent,house,Granada,10-15,45-65,,9.573,49.314
2023-09-04,19,frequent,frequent,Albacete,10-15,25-45,woman,5.468,17.722
2023-09-01,11,frequent,not_frequent,Cantabria,10-15,,,12.583,16.326
2023-09-06,8,not_frequent,not_frequent,Pontevedra,10-15,25-45,man,5.046,2093.636
2023-09-03,20,frequent,house,Lleida,>15,,,5.332,32.825
2023-09-05,10,frequent,work/study,Gipuzkoa,10-15,,,2.208,3.974
2023-09-02,12,house,not_frequent,Valladolid,10-15,65-100,,2.437,5.053
2023-09-07,6,house,work/study,Alicante/Alacant,<10,,,4.59,14.238
2023-09-02,11,not_frequent,house,Barcelona,10-15,25-45,,4.772,84.479
2023-09-07,14,work/study,house,Araba/Álava,>15,0-25,man,5.053,12.541
2023-09-03,19,house,not_frequent,Salamanca,10-15,65-100,,2.933,21.601
2023-09-05,3,work/study,house,Pontevedra,10-15,,,7.328,54.112
2023-09-04,11,frequent,house,Valencia/València,10-15,25-45,woman,5.357,289.057
2023-09-06,19,house,not_frequent,Salamanca,10-15,45-65,,10.889,56.606
2023-09-01,4,not_frequent,frequent,Navarra,10-15,,,3.579,20.804
2023-09-06,10,frequent,house,Cádiz,10-15,45-65,,4.252,335.359
2023-09-02,7,work/study,house,Alicante/Alacant,>15,65-100,woman,6.568,5.011
2023-09-01,15,house,frequent,Valencia/València,10-15,45-65,woman,2.96,7.869
2023-09-02,16,not_frequent,house,Madrid,10-15,,,4.14,125.073
2023-09-01,15,frequent,not_frequent,Murcia,<10,25-45,woman,5.73,14.561
2023-09-02,13,house,not_frequent,Navarra,10-15,45-65,man,3.63,2.312
2023-09-06,9,frequent,not_frequent,Málaga,<10,,,4.696,21.099
2023-09-01,10,frequent,work/study,Murcia,10-15,25-45,man,9.339,23.66
2023-09-01,20,frequent,work/study,Pontevedra,10-15,,,2.741,2.583
2023-09-05,12,frequent,work/study,Barcelona,<10,25-45,woman,3.215,4.553
2023-09-04,20,not_frequent,house,Valencia/València,10-15,45-65,woman,10.017,8.016
2023-09-07,19,not_frequent,house,Asturias,10-15,25-45,woman,7.216,102.862
2023-09-06,13,not_frequent,not_frequent,Madrid,>15,45-65,woman,4.373,18.275
2023-09-03,12,house,work/study,A Coruña,>15,,,18.478,91.668
2023-09-06,10,house,not_frequent,Barcelona,>15,45-65,woman,24.828,81.204
2023-09-06,23,house,frequent,Granada,<10,0-25,man,31.647,40.651
2023-09-01,3,house,frequent,Barcelona,10-15,65-100,,13.195,28.89
2023-09-02,5,house,work/study,Badajoz,<10,45-65,man,2.521,14.87
2023-09-01,13,house,not_frequent,Murcia,10-15,45-65,man,3.177,4.382
2023-09-06,18,house,frequent,Sevilla,10-15,25-45,woman,29.695,77.944
2023-09-05,10,work/study,frequent,Toledo,10-15,45-65,woman,6.83,6.657
2023-09-07,16,not_frequent,house,Alicante/Alacant,10-15,25-45,woman,4.753,6.641
2023-09-02,21,house,not_frequent,Valladolid,>15,25-45,woman,27.582,39.179
2023-09-04,12,frequent,not_frequent,Bizkaia,>15,,,6.128,21.934
2023-09-05,17,frequent,frequent,Cuenca,>15,,,5.772,20.911
2023-09-07,11,work/study,house,Girona,10-15,,,5.187,25.015
2023-09-07,11,house,frequent,Almería,<10,25-45,,23.028,27.338
2023-09-06,21,frequent,house,Madrid,10-15,65-100,man,9.261,57.247
2023-09-04,18,work/study,frequent,Valencia/València,10-15,25-45,man,3.451,11.191
2023-09-06,2,frequent,frequent,Sevilla,<10,25-45,man,3.353,10.285
2023-09-04,15,frequent,house,Santa Cruz de Tenerife,<10,25-45,,23.162,311.956
2023-09-05,15,not_frequent,house,Barcelona,>15,65-100,woman,4.519,22.121
2023-09-05,7,house,work/study,Las Palmas,10-15,0-25,woman,10.631,145.631
2023-09-06,23,frequent,frequent,Toledo,10-15,,,11.332,65.747
2023-09-02,8,frequent,house,Barcelona,>15,65-100,woman,10.572,15.828
2023-09-02,18,frequent,house,A Coruña,10-15,65-100,man,8.882,11.539
2023-09-04,10,frequent,work/study,Illes Balears,10-15,0-25,woman,5.306,16.73
2023-09-04,16,house,work/study,Barcelona,>15,,,41.241,59.876
2023-09-06,7,frequent,house,Asturias,10-15,45-65,man,3.335,9.004
2023-09-03,17,not_frequent,frequent,Zaragoza,>15,0-25,man,12.416,20.945
2023-09-06,18,not_frequent,house,Cádiz,10-15,65-100,man,5.182,25.218
2023-09-07,18,work/study,frequent,Valencia/València,10-15,45-65,,2.739,22.123
2023-09-05,17,not_frequent,not_frequent,Granada,<10,,,3.823,13.302
2023-09-06,20,house,frequent,Navarra,10-15,25-45,man,17.098,110.905
2023-09-02,13,frequent,work/study,Cádiz,10-15,65-100,,2.471,2.351
2023-09-07,4,frequent,frequent,Sevilla,10-15,45-65,man,2.746,3.264
2023-09-02,18,house,not_frequent,Málaga,<10,45-65,,2.841,166.394
2023-09-04,12,house,not_frequent,Málaga,10-15,25-45,woman,4.839,517.608
2023-09-05,17,house,frequent,Las Palmas,10-15,45-65,man,23.534,137.804
2023-09-01,20,frequent,frequent,Barcelona,10-15,0-25,man,7.031,52.477
2023-09-04,11,not_frequent,not_frequent,Barcelona,10-15,65-100,,4.099,201.428
2023-09-05,3,frequent,frequent,Barcelona,10-15,65-100,woman,5.687,11.77
2023-09-07,12,house,frequent,Zaragoza,10-15,,,1.947,19.698
2023-09-03,16,not_frequent,house,Barcelona,10-15,45-65,woman,2.789,122.909
2023-09-05,21,frequent,frequent,Valencia/València,10-15,25-45,woman,4.185,33.774
2023-09-02,21,frequent,not_frequent,Las Palmas,10-15,45-65,man,7.96,135.046
2023-09-07,9,frequent,house,Córdoba,<10,65-100,man,11.492,84.588
2023-09-01,18,house,not_frequent,Zaragoza,10-15,65-100,woman,7.772,359.218
2023-09-06,17,house,not_frequent,Alicante/Alacant,10-15,0-25,woman,3.868,28.276
2023-09-02,19,not_frequent,frequent,Zaragoza,10-15,25-45,woman,10.154,8.336
2023-09-02,1,not_frequent,not_frequent,Illes Balears,10-15,45-65,,3.17,6.64
2023-09-01,15,frequent,work/study,Albacete,10-15,,,1.883,25.064
2023-09-04,18,frequent,frequent,Santa Cruz de Tenerife,10-15,45-65,man,4.208,8.657
2023-09-07,12,not_frequent,frequent,Castellón/Castelló,10-15,,,9.297,76.465
2023-09-01,22,frequent,house,A Coruña,>15,25-45,man,11.364,50.621
2023-09-05,10,frequent,work/study,Huesca,10-15,,,4.752,8.18
2023-09-07,8,house,not_frequent,Barcelona,10-15,25-45,,2.56,31.912
2023-09-07,9,house,work/study,Murcia,10-15,65-100,woman,5.43,49.839
2023-09-03,17,house,frequent,Málaga,10-15,45-65,woman,2.72,51.627
2023-09-07,9,frequent,frequent,Palencia,10-15,25-45,,2.265,6.149
2023-09-07,21,house,frequent,Gipuzkoa,10-15,45-65,woman,10.056,30.831
2023-09-03,1,not_frequent,house,Madrid,10-15,25-45,man,4.602,6.954
2023-09-01,5,house,frequent,Toledo,<10,,,5.704,70.814
2023-09-01,20,frequent,work/study,Alicante/Alacant,10-15,45-65,man,2.073,14.486
2023-09-01,7,frequent,frequent,Zaragoza,10-15,,,2.918,52.043
2023-09-05,14,frequent,house,Girona,>15,,,7.795,27.715
2023-09-05,9,house,work/study,Segovia,>15,,,3.333,52.946
2023-09-01,5,house,work/study,Alicante/Alacant,10-15,,,4.926,85.353
2023-09-06,21,house,not_frequent,Madrid,10-15,45-65,,2.086,11.925
2023-09-06,14,work/study,house,Alicante/Alacant,10-15,45-65,,14.696,67.344
2023-09-06,12,work/study,not_frequent,Barcelona,10-15,25-45,woman,3.976,5.15
2023-09-02,13,not_frequent,house,Asturias,10-15,45-65,woman,5.241,225.319
2023-09-04,0,work/study,house,Madrid,10-15,0-25,man,9.326,16.738
2023-09-04,15,not_frequent,house,Burgos,10-15,,,9.383,37.652
2023-09-05,15,work/study,house,Barcelona,10-15,0-25,,6.637,142.914
2023-09-06,21,frequent,frequent,Toledo,10-15,45-65,man,2.773,17.931
2023-09-03,13,not_frequent,not_frequent,A Coruña,10-15,,,5.024,51.036
2023-09-05,6,house,not_frequent,Lleida,10-15,65-100,,3.43,104.954
2023-09-02,1,frequent,frequent,Barcelona,>15,45-65,,2.84,18.473
2023-09-05,5,not_frequent,frequent,Murcia,10-15,0-25,man,4.931,111.525
2023-09-06,7,frequent,frequent,A Coruña,10-15,,,2.13,11.529
2023-09-07,12,frequent,frequent,Barcelona,10-15,25-45,,6.908,7.427
2023-09-02,18,frequent,not_frequent,Valencia/València,10-15,45-65,man,3.28,6.342
2023-09-02,20,not_frequent,frequent,Santa Cruz de Tenerife,10-15,,,5.637,572.425
2023-09-01,0,work/study,house,Málaga,<10,45-65,woman,60.348,77.806
2023-09-07,10,not_frequent,frequent,Valencia/València,10-15,25-45,man,3.542,88.159
2023-09-03,11,house,frequent,Santa Cruz de Tenerife,<10,45-65,woman,16.458,75.774
2023-09-07,7,house,work/study,Toledo,10-15,45-65,,2.149,44.068
2023-09-02,21,not_frequent,not_frequent,Las Palmas,10-15,25-45,,1.94,4.892
2023-09-06,11,frequent,house,León,10-15,,,4.902,62.206
2023-09-06,16,not_frequent,not_frequent,Madrid,>15,45-65,man,3.1,36.708
2023-09-01,20,frequent,frequent,Madrid,10-15,25-45,man,4.928,86.971
2023-09-05,19,frequent,house,Almería,<10,,,4.098,182.312
2023-09-04,0,frequent,frequent,Castellón/Castelló,10-15,0-25,man,11.649,13.064
2023-09-07,2,not_frequent,not_frequent,Zaragoza,>15,65-100,man,3.412,6.088
2023-09-07,23,frequent,not_frequent,Barcelona,10-15,25-45,woman,3.147,32.777
2023-09-04,19,house,frequent,Burgos,10-15,45-65,woman,10.322,19.253
2023-09-01,16,frequent,house,Barcelona,>15,,,3.648,18.02
2023-09-07,10,frequent,house,Barcelona,10-15,25-45,man,3.184,15.104
2023-09-05,13,house,frequent,Pontevedra,10-15,,,3.464,56.978
2023-09-01,14,not_frequent,not_frequent,Barcelona,10-15,45-65,man,1.952,17.144
2023-09-04,13,not_frequent,house,Salamanca,10-15,45-65,woman,3.757,458.49
2023-09-07,6,house,frequent,Bizkaia,10-15,45-65,,6.046,168.708
2023-09-07,10,frequent,frequent,Illes Balears,10-15,,,3.157,9.676
2023-09-04,17,frequent,frequent,Barcelona,10-15,0-25,,5.288,15.997
2023-09-03,10,frequent,frequent,Valencia/València,10-15,,,3.156,1.666
2023-09-01,21,frequent,house,Las Palmas,10-15,45-65,woman,87.89,331.445
2023-09-06,22,work/study,house,Girona,10-15,,,2.176,17.774
2023-09-03,9,not_frequent,not_frequent,Illes Balears,10-15,,,9.016,200.373
2023-09-04,15,frequent,house,Sevilla,<10,45-65,woman,7.754,18.293
2023-09-02,11,not_frequent,house,Ciudad Real,10-15,,,8.818,4663.308
2023-09-05,16,house,not_frequent,Jaén,10-15,45-65,,4.64,485.485
2023-09-06,13,not_frequent,house,Barcelona,>15,0-25,woman,7.233,589.824
2023-09-02,16,work/study,house,Lleida,10-15,25-45,man,4.789,3.519
2023-09-04,7,house,work/study,Illes Balears,>15,65-100,,3.353,39.681
2023-09-01,4,house,frequent,Barcelona,>15,25-45,woman,2.61,2.446
2023-09-01,21,house,frequent,Asturias,10-15,,,2.987,19.879
2023-09-01,17,house,frequent,Jaén,10-15,65-100,man,4.22,5.634
2023-09-05,17,frequent,frequent,Madrid,>15,65-100,woman,5.85,11.358
2023-09-04,18,work/study,frequent,Valencia/València,10-15,25-45,woman,4.804,76.847
2023-09-01,20,not_frequent,house,Madrid,10-15,45-65,man,7.794,59.479
2023-09-01,10,not_frequent,house,Valencia/València,10-15,45-65,man,2.588,13.721
2023-09-04,1,work/study,house,Las Palmas,10-15,25-45,man,8.618,16.443
2023-09-01,10,not_frequent,work/study,Barcelona,10-15,25-45,man,3.658,39.806
2023-09-04,12,not_frequent,not_frequent,Alicante/Alacant,10-15,45-65,woman,4.399,92.647
2023-09-05,19,work/study,frequent,A Coruña,>15,0-25,,4.871,4.039
2023-09-03,9,house,not_frequent,Murcia,<10,45-65,man,2.517,230.884
2023-09-03,13,house,not_frequent,Burgos,10-15,25-45,,5.074,11.768
2023-09-04,0,house,frequent,A Coruña,10-15,25-45,man,9.284,34.315
2023-09-01,15,frequent,frequent,Alicante/Alacant,<10,,,1.368,8.153
2023-09-01,16,not_frequent,house,León,10-15,45-65,,2.859,93.954
2023-09-03,1,work/study,house,Jaén,<10,45-65,,3.54,2.939
2023-09-05,12,house,frequent,Las Palmas,<10,45-65,man,6.988,25.002
2023-09-07,11,house,work/study,La Rioja,10-15,45-65,woman,11.812,42.037
2023-09-03,14,house,frequent,Madrid,>15,45-65,,11.107,46.377
2023-09-07,14,frequent,frequent,Madrid,10-15,25-45,man,3.084,2.629
2023-09-06,17,not_frequent,house,Lleida,10-15,,,9.998,60.25
2023-09-06,18,work/study,not_frequent,Tarragona,10-15,,,2.345,1.879
2023-09-04,20,frequent,house,Valencia/València,10-15,65-100,,1.975,3.902
2023-09-07,10,work/study,frequent,Madrid,10-15,0-25,man,10.07,9.199
2023-09-06,18,frequent,house,Cáceres,10-15,,,2.525,50.813
2023-09-04,18,not_frequent,frequent,Almería,10-15,,,5.829,152.044
2023-09-01,23,work/study,house,Madrid,10-15,45-65,man,2.831,2.416
2023-09-01,17,house,not_frequent,Navarra,10-15,,,4.833,32.734
2023-09-06,11,frequent,work/study,Valladolid,>15,,,1.67,25.974
2023-09-03,12,work/study,house,León,10-15,,,2.179,19.745
2023-09-07,18,work/study,house,Madrid,10-15,0-25,,9.913,431.525
2023-09-02,15,house,frequent,Alicante/Alacant,<10,45-65,,8.568,91.351
2023-09-05,17,frequent,frequent,A Coruña,10-15,45-65,,3.206,31.849
2023-09-05,15,house,frequent,Córdoba,<10,,,29.356,474.034
2023-09-05,9,house,not_frequent,Barcelona,10-15,,,3.559,82.075
2023-09-07,17,house,not_frequent,Zaragoza,10-15,25-45,man,5.356,4.513
2023-09-04,0,frequent,house,Sevilla,<10,,,6.906,6.126
2023-09-04,10,not_frequent,not_frequent,Barcelona,>15,65-100,man,3.61,19.51
2023-09-06,0,frequent,house,Valencia/València,10-15,0-25,,6.385,95.796
2023-09-02,7,work/study,frequent,Cádiz,10-15,,,2.486,8.998
2023-09-06,11,work/study,house,Barcelona,10-15,,,1.763,20.291
2023-09-03,21,frequent,house,Barcelona,10-15,25-45,,5.245,86.674
2023-09-01,7,frequent,not_frequent,Cádiz,<10,45-65,woman,3.603,15.48
2023-09-07,14,work/study,house,Las Palmas,10-15,25-45,woman,4.944,76.764
2023-09-05,8,house,frequent,Barcelona,10-15,,,1.373,10.856
2023-09-05,21,work/study,frequent,Asturias,10-15,0-25,man,5.03,11.287
2023-09-05,19,house,work/study,Madrid,10-15,45-65,woman,3.759,7.775
2023-09-01,18,not_frequent,house,Barcelona,<10,45-65,man,2.288,18.135
2023-09-02,13,frequent,house,Pontevedra,10-15,0-25,,7.042,33.837
2023-09-06,19,house,frequent,Barcelona,>15,25-45,man,32.156,117.565
2023-09-03,7,house,frequent,Barcelona,>15,25-45,woman,25.035,26.192
2023-09-01,15,not_frequent,not_frequent,Ceuta,10-15,0-25,woman,23.731,99.465
2023-09-02,13,frequent,not_frequent,Barcelona,10-15,25-45,woman,4.26,9.921
2023-09-05,8,house,work/study,Tarragona,10-15,,,2.549,8.932
2023-09-03,10,frequent,house,Madrid,10-15,0-25,man,8.965,32.2
2023-09-03,19,not_frequent,frequent,Madrid,>15,25-45,woman,7.071,85.111
2023-09-05,17,work/study,frequent,Madrid,>15,45-65,woman,3.714,17.734
2023-09-05,11,frequent,work/study,Madrid,10-15,45-65,woman,3.422,12.174
2023-09-02,14,frequent,house,Barcelona,<10,45-65,woman,7.8,19.109
2023-09-06,20,frequent,house,Murcia,10-15,25-45,man,14.529,39.93
2023-09-01,7,house,not_frequent,Cáceres,10-15,45-65,man,3.357,133.661
2023-09-04,10,work/study,house,Alicante/Alacant,<10,,,3.838,10.026
2023-09-05,22,not_frequent,house,Araba/Álava,>15,25-45,man,4.261,9.352
2023-09-04,15,frequent,not_frequent,Madrid,10-15,,,3.658,20.093
2023-09-06,16,work/study,house,Valencia/València,10-15,25-45,,3.424,24.806
2023-09-05,0,work/study,house,Valencia/València,10-15,45-65,,3.799,24.666
2023-09-07,8,not_frequent,frequent,Murcia,10-15,45-65,man,2.886,31.616
2023-09-05,13,frequent,work/study,Las Palmas,10-15,45-65,woman,3.78,8.506
2023-09-07,18,not_frequent,not_frequent,Madrid,>15,45-65,woman,16.88,71.835
2023-09-04,12,frequent,work/study,Alicante/Alacant,10-15,45-65,man,3.27,2.523
2023-09-05,11,frequent,frequent,Ciudad Real,10-15,,,1.505,2.814
2023-09-07,11,frequent,not_frequent,Barcelona,10-15,25-45,man,2.361,46.383
2023-09-06,2,frequent,house,Málaga,10-15,25-45,,3.041,93.165
2023-09-07,13,frequent,not_frequent,Madrid,10-15,65-100,man,5.058,6.583
2023-09-04,10,frequent,frequent,Murcia,10-15,0-25,woman,5.763,14.605
2023-09-01,21,frequent,frequent,León,>15,,,4.114,12.447
2023-09-05,3,house,frequent,Pontevedra,10-15,,,13.69,77.043
2023-09-01,17,house,work/study,Valencia/València,10-15,0-25,woman,29.332,20.611
2023-09-02,21,frequent,frequent,A Coruña,10-15,45-65,woman,7.385,47.049
2023-09-05,13,house,work/study,Girona,10-15,45-65,,10.816,118.273
2023-09-04,18,house,frequent,Barcelona,10-15,65-100,man,13.09,41.185
2023-09-01,20,not_frequent,frequent,Girona,>15,65-100,woman,5.374,16.157
2023-09-02,11,house,work/study,Asturias,10-15,65-100,man,4.041,8.995
2023-09-03,18,work/study,frequent,Cádiz,<10,0-25,man,10.152,15.34
2023-09-07,16,house,not_frequent,Valencia/València,10-15,0-25,man,6.866,30.667
2023-09-06,20,work/study,house,Badajoz,<10,45-65,,11.95,46.396
2023-09-04,20,house,work/study,La Rioja,10-15,0-25,woman,10.828,9.904
2023-09-04,17,frequent,not_frequent,Barcelona,10-15,0-25,man,5.879,3.032
2023-09-07,20,work/study,house,León,10-15,25-45,,3.428,13.373
2023-09-02,9,house,not_frequent,Madrid,10-15,45-65,woman,4.097,50.155
2023-09-05,5,house,work/study,Valencia/València,10-15,25-45,woman,4.5,31.019
2023-09-06,9,not_frequent,not_frequent,Bizkaia,10-15,45-65,man,3.57,11.47
2023-09-02,0,frequent,work/study,Barcelona,>15,,,1.444,5.819
2023-09-05,21,frequent,frequent,Guadalajara,10-15,25-45,man,5.054,4.3
2023-09-04,13,frequent,frequent,Cádiz,10-15,25-45,woman,4.928,6.76
2023-09-01,17,not_frequent,not_frequent,Sevilla,<10,0-25,,4.542,2.887
2023-09-06,22,frequent,house,Málaga,<10,25-45,woman,3.658,39.275
2023-09-05,18,frequent,frequent,Barcelona,10-15,45-65,,3.883,16.269
2023-09-07,15,frequent,work/study,Barcelona,>15,45-65,man,5.143,7.4
2023-09-03,15,frequent,not_frequent,Salamanca,10-15,,,2.469,5.875
2023-09-06,9,work/study,house,Tarragona,10-15,45-65,woman,3.761,14.851
2023-09-01,21,not_frequent,not_frequent,Madrid,10-15,,,2.241,86.632
2023-09-07,10,house,frequent,Illes Balears,10-15,45-65,,2.521,15.231
2023-09-07,7,work/study,frequent,Barcelona,>15,45-65,woman,2.053,4.125
2023-09-06,22,not_frequent,house,Madrid,10-15,,,6.075,10905.714
2023-09-02,22,house,work/study,Barcelona,>15,25-45,woman,10.282,12.706
2023-09-07,10,frequent,house,Barcelona,10-15,0-25,woman,7.563,334.556
2023-09-06,8,house,work/study,Barcelona,10-15,0-25,man,10.387,79.658
2023-09-05,19,not_frequent,frequent,Murcia,<10,25-45,woman,5.835,42.794
2023-09-07,14,frequent,house,Valencia/València,10-15,45-65,woman,14.652,40.114
2023-09-05,14,frequent,house,Barcelona,10-15,25-45,man,3.605,16.458
2023-09-06,20,work/study,house,León,<10,,,4.451,6.989
2023-09-02,8,house,not_frequent,Almería,<10,45-65,woman,9.885,48.177
2023-09-04,17,not_frequent,house,Cantabria,10-15,45-65,,3.4,59.174
2023-09-07,16,frequent,house,Madrid,>15,0-25,man,9.53,230.33
2023-09-07,8,not_frequent,work/study,Madrid,10-15,45-65,woman,3.838,8.524
2023-09-07,8,not_frequent,work/study,Alicante/Alacant,<10,45-65,woman,4.608,58.124
2023-09-03,11,not_frequent,house,Barcelona,>15,45-65,,2.732,2298.139
2023-09-04,16,house,not_frequent,Girona,10-15,,,14.044,47.2
2023-09-07,14,frequent,work/study,Navarra,>15,25-45,woman,4.31,11.248
2023-09-06,2,frequent,frequent,Murcia,10-15,25-45,man,3.632,13.382
2023-09-01,16,house,not_frequent,Almería,<10,45-65,woman,3.978,546.863
2023-09-03,17,frequent,house,Alicante/Alacant,<10,65-100,man,14.03,55.941
2023-09-02,3,not_frequent,house,Sevilla,<10,,,3.419,239.932
2023-09-02,20,house,work/study,Alicante/Alacant,<10,65-100,man,2.868,16.076
2023-09-05,16,frequent,frequent,Santa Cruz de Tenerife,10-15,45-65,man,11.063,145.995
2023-09-02,13,frequent,not_frequent,Lugo,10-15,65-100,woman,6.491,432.634
2023-09-07,15,house,frequent,Asturias,10-15,,,19.033,314.023
2023-09-02,2,not_frequent,house,Cádiz,<10,0-25,man,10.5,17.584
2023-09-05,15,work/study,house,Girona,10-15,25-45,woman,2.64,41.09
2023-09-06,5,house,work/study,Valencia/València,10-15,45-65,man,2.853,41.688
2023-09-07,18,not_frequent,house,Tarragona,>15,45-65,man,2.658,12.492
2023-09-02,8,work/study,frequent,Barcelona,10-15,45-65,woman,4.453,22.008
2023-09-02,1,frequent,house,Valencia/València,10-15,0-25,man,9.024,21.024
2023-09-05,17,work/study,frequent,Madrid,>15,25-45,woman,10.712,82.958
2023-09-03,13,house,frequent,Huesca,>15,,,4.343,20.856
2023-09-05,0,house,not_frequent,Málaga,<10,0-25,woman,9.038,15.121
2023-09-01,14,work/study,house,Barcelona,10-15,45-65,woman,13.396,197.941
2023-09-04,5,frequent,frequent,Illes Balears,10-15,45-65,man,3.503,34.998
2023-09-04,10,house,work/study,Cáceres,>15,45-65,,5.563,16.372
2023-09-07,8,frequent,house,Pontevedra,10-15,25-45,,2.617,15.42
2023-09-05,13,frequent,house,Barcelona,10-15,,,10.052,78.753
2023-09-04,6,frequent,work/study,Barcelona,>15,45-65,man,2.259,37.714
2023-09-07,21,frequent,not_frequent,Tarragona,10-15,,,2.96,2.043
2023-09-05,9,house,not_frequent,Zamora,<10,,,6.667,109.625
2023-09-05,8,house,work/study,Barcelona,10-15,45-65,man,4.634,7.886
2023-09-05,14,not_frequent,house,León,10-15,25-45,,3.959,11.224
2023-09-07,14,not_frequent,house,Bizkaia,10-15,45-65,man,3.62,43.074
2023-09-05,8,frequent,house,Cádiz,<10,,,2.525,32.807
2023-09-01,17,frequent,work/study,Barcelona,10-15,,,1.549,5.97
2023-09-04,9,work/study,house,Girona,10-15,,,16.43,106.627
2023-09-05,15,frequent,work/study,Valencia/València,10-15,45-65,,1.924,4.381
2023-09-07,16,not_frequent,work/study,Madrid,10-15,45-65,man,2.986,44.828
2023-09-04,22,frequent,frequent,Barcelona,10-15,25-45,,3.012,118.036
2023-09-03,15,work/study,house,Palencia,10-15,45-65,,2.826,2.747
2023-09-04,15,frequent,work/study,Bizkaia,>15,,,1.407,6.861
2023-09-03,15,house,frequent,Madrid,10-15,45-65,woman,4.592,8.058
2023-09-06,14,work/study,house,Madrid,10-15,25-45,man,3.881,46.084
2023-09-01,12,frequent,house,Murcia,10-15,25-45,woman,32.312,45.799
2023-09-04,7,house,frequent,Barcelona,>15,45-65,,3.086,7.476
2023-09-06,20,work/study,frequent,Barcelona,10-15,45-65,,3.104,54.057
2023-09-06,1,house,frequent,Araba/Álava,10-15,,,8.0,76.352
2023-09-05,17,frequent,frequent,Cádiz,<10,65-100,man,2.177,26.534
2023-09-04,14,frequent,frequent,Madrid,>15,65-100,man,3.533,42.534
2023-09-07,14,house,work/study,Jaén,10-15,45-65,woman,12.99,19.347
2023-09-06,7,house,not_frequent,Lleida,10-15,45-65,,3.457,157.894
2023-09-03,3,frequent,house,Burgos,>15,45-65,man,3.258,6.497
2023-09-01,14,frequent,house,Málaga,>15,25-45,man,19.428,80.943
2023-09-06,7,house,frequent,Madrid,10-15,45-65,man,3.637,40.089
2023-09-04,15,frequent,house,Alicante/Alacant,<10,,,2.862,55.63
2023-09-02,3,not_frequent,house,Sevilla,10-15,45-65,woman,4.792,77.136
2023-09-05,17,frequent,work/study,Tarragona,10-15,45-65,man,2.164,17.963
2023-09-02,2,frequent,house,Barcelona,>15,65-100,man,11.176,8.634
2023-09-06,1,work/study,house,Las Palmas,10-15,25-45,woman,4.671,5.071
